GENEID	gene	e14.5	e17.5	p0	p3	p7	p10	p14	p21
ENSMUSG00000001774	Chordc1	6601.15	4885.44	4785.99	3864.7	3792.93	3623.64	3562.99	3495.7
ENSMUSG00000001783	Rtcb	9249.56	9013.07	8884.5	7423.36	7825.22	7097.84	7149.21	7412.67
ENSMUSG00000001785	Pwp1	44.3	19.88	33.85	38.7	34.32	22.53	27.13	20.89
ENSMUSG00000001786	Fbxo7	486.62	890.49	891.54	915.42	1036.68	914.17	984.27	992.32
ENSMUSG00000001794	Capns1	4444.39	3379.04	3244.97	4431.25	3706.37	4669.05	4924.58	5151.24
ENSMUSG00000001802	Lrp3	2965.31	3272.77	2676.97	3031.6	3277.79	2481.89	2123.55	2275.45
ENSMUSG00000001827	Folr1	152.44	73.91	85.52	176.44	119.05	238.01	439.94	952.35
ENSMUSG00000001829	Clpb	1335.57	1467.73	910.25	1496.92	1581.74	1742.13	1559.06	1694.06
ENSMUSG00000001833	Septin7	16039.13	17238.19	17296.13	17306.47	17412.46	18740.21	19968.66	18640.01
ENSMUSG00000001844	Zdhhc4	637.71	723.76	833.67	800.11	907.25	843.13	713.85	625.13
ENSMUSG00000001847	Rac1	12334.89	13058.55	12302.61	9651.62	10054.18	8542.28	8681.73	8313.11
ENSMUSG00000001855	Nup214	290.84	173.1	220.24	127.12	146.78	174.09	155.28	170.6
ENSMUSG00000001864	Aif1l	60.76	135.16	124.43	58.67	76.3	10.66	9.32	12.66
ENSMUSG00000001870	Ltbp1	1035.06	552.7	462.96	176.95	167.42	177.65	321.85	1130.01
ENSMUSG00000001891	Ugp2	2551.18	2488.74	2723.7	2131.07	2086.26	2184.68	1722.19	1768.22
ENSMUSG00000001909	Trmt1	2297.21	2342.23	2113.6	1268.2	1427.33	1378.48	1064.88	1002.19
ENSMUSG00000001910	Nacc1	4466.1	3881.26	3546.29	2687.21	3176.51	2589.5	2683.24	2825.5
ENSMUSG00000001911	Nfix	133.93	258.18	485.83	946.75	1111.62	968.75	616.79	581.4
ENSMUSG00000001918	Slc1a5	909.98	765.26	812.14	523.82	460.55	389.56	172.18	166.29
ENSMUSG00000001924	Uba1	28758.85	22803.51	15717.65	26299.56	24279.9	23882.64	23459.63	22513.99
ENSMUSG00000001930	Vwf	753.04	62.69	59.49	454.88	495.18	1385.43	2068.95	1221.22
ENSMUSG00000001942	Siae	567.32	893.98	880.92	645.96	654.56	579.08	839.49	918.61
ENSMUSG00000001943	Vsig2	2.21	1.02	2.67	13.45	4.69	3.55	7.28	5.44
ENSMUSG00000001946	Esam	7.47	0.24	2.21	14.5	19.8	36.71	55.06	35.32
ENSMUSG00000001948	Spa17	10.7	4.69	8.11	10.13	7.48	9.49	6.83	3.74
ENSMUSG00000001962	Fam50a	1007.91	1761.73	1046.52	1268.48	1842.1	1386.75	1328.72	1263.56
ENSMUSG00000001964	Emd	70.61	68.15	62.84	28.04	44.82	50.96	27.9	19.03
ENSMUSG00000001983	Taco1	564.08	556.09	464.34	437.53	496.78	423.95	477.98	459.03
ENSMUSG00000001985	Grik3	238.82	1388.12	1983.3	1842.72	1711.73	952.05	501.35	403.9
ENSMUSG00000001986	Gria3	66.65	77.58	201.09	687.58	584.21	505.75	1428.3	1616.74
ENSMUSG00000001988	Npas1	52.5	63.89	63.03	94.69	80.99	63.93	84.35	82.42
ENSMUSG00000001995	Sipa1l2	2422.28	2348.74	2798.81	1821.46	1804.43	2012.91	3165.32	4581.19
ENSMUSG00000001998	Ap4e1	158.49	97.57	99.4	79.06	83.21	85.25	120.29	123.83
ENSMUSG00000001999	Blvra	42.64	50.31	34.25	101.98	56.62	94.7	112.05	134.32
ENSMUSG00000002006	Pdzd4	761.36	1388.73	1640.38	2411.85	2423.81	2375.36	2761.62	2608.8
ENSMUSG00000002007	Srpk3	35.45	17.35	16.23	38.23	25.21	33.16	58.07	62.18
ENSMUSG00000002010	Idh3g	4158.83	4082.0	4284.48	5198.66	4797.01	5126.05	4270.07	4078.4
ENSMUSG00000002012	Pnck	277.16	571.7	691.28	834.86	707.09	863.08	873.44	844.95
ENSMUSG00000002014	Ssr4	1873.45	2106.19	2816.55	2298.97	2494.06	2748.76	1907.09	1463.12
ENSMUSG00000002015	Bcap31	3197.79	3260.34	3053.54	3618.72	3511.05	4141.29	4541.69	4412.08
ENSMUSG00000002017	Fam98a	1121.56	1430.6	978.47	1197.25	1598.08	1337.97	1436.32	1410.25
ENSMUSG00000002020	Ltbp2	16.42	10.27	4.39	10.45	8.3	16.58	6.13	67.33
ENSMUSG00000002028	Kmt2a	232.54	422.68	123.68	678.57	149.55	240.56	270.16	264.64
ENSMUSG00000002031	Ift46	2049.37	2155.1	2265.04	2275.15	2126.73	2106.66	1843.27	1532.19
ENSMUSG00000002032	Tmem25	108.9	192.58	197.79	566.59	518.92	779.17	1251.76	1387.01
ENSMUSG00000002033	Cd3g	3.51	2.88	0.56	2.1	0.27	2.37	0.32	1.61
ENSMUSG00000002043	Trappc6a	131.83	214.48	232.41	289.88	260.41	240.48	180.39	144.21
ENSMUSG00000002052	Supt6	6333.77	6113.43	5551.72	6616.77	6787.05	6053.29	6298.92	6586.39
ENSMUSG00000002055	Spag5	4312.11	4880.6	5761.43	443.14	558.03	338.64	388.98	589.17
ENSMUSG00000002058	Unc119	252.58	519.25	541.72	5187.49	5027.27	9196.55	12105.17	16713.52
ENSMUSG00000002059	Rab34	518.56	388.92	283.03	265.53	318.15	259.24	250.43	196.51
ENSMUSG00000002064	Sdf2	1885.42	2116.68	2148.65	2979.42	2992.47	3466.18	3421.1	3404.35
ENSMUSG00000002068	Ccne1	745.79	566.01	766.45	171.18	185.65	166.94	267.42	307.93
ENSMUSG00000002076	Hsf2bp	18.41	6.61	15.18	3.32	9.12	7.11	19.62	40.03
ENSMUSG00000002083	Bbc3	191.59	134.93	135.36	124.66	72.96	108.95	41.93	26.26
ENSMUSG00000002100	Mybpc3	1.02	6.72	2.78	17.09	15.87	29.61	49.74	34.47
ENSMUSG00000002102	Psmc3	1538.86	1488.93	2358.72	1777.59	1647.13	2079.83	1801.11	1827.47
ENSMUSG00000002103	Acp2	2151.37	2063.89	2394.46	2856.82	2933.38	3075.23	2659.7	2628.34
ENSMUSG00000002104	Rapsn	36.24	28.92	22.42	44.48	36.34	49.75	28.99	41.87
ENSMUSG00000002105	Slc39a13	263.78	198.22	185.57	181.63	240.59	159.88	141.24	263.04
ENSMUSG00000002107	Celf2	1667.59	1844.2	1509.49	1426.91	1604.66	1081.12	1436.44	1113.23
ENSMUSG00000002108	Nr1h3	90.26	60.27	53.02	92.18	83.15	86.44	103.83	131.95
ENSMUSG00000002109	Ddb2	146.73	194.57	317.67	217.17	259.16	211.96	221.16	239.76
ENSMUSG00000002111	Spi1	37.89	11.46	13.94	45.86	44.84	90.01	39.02	39.57
ENSMUSG00000002129	Sf3a1	9322.01	7944.83	5994.72	6038.89	6439.73	4896.87	4617.52	4516.35
ENSMUSG00000002190	Clgn	135.47	184.8	126.89	39.29	54.91	56.83	62.76	45.65
ENSMUSG00000002204	Napsa	13.59	18.26	18.41	14.66	21.54	22.51	18.39	23.85
ENSMUSG00000002205	Vrk3	161.91	184.86	212.27	130.18	126.39	116.04	83.02	97.97
ENSMUSG00000002210	Smg9	34.09	38.76	30.22	21.07	28.11	11.84	30.92	25.9
ENSMUSG00000002221	Paxip1	186.53	203.36	245.29	127.19	120.97	140.9	110.96	139.95
ENSMUSG00000002222	Rmnd5a	2205.17	2344.34	2979.74	2578.38	2413.05	2435.73	2590.29	2765.49
ENSMUSG00000002227	Mov10	344.43	205.67	138.72	120.29	117.62	63.96	74.25	99.19
ENSMUSG00000002228	Ppm1j	8.21	22.51	21.78	285.93	254.53	507.99	767.2	1156.69
ENSMUSG00000002233	Rhoc	185.54	169.83	117.48	35.31	101.62	137.31	156.41	116.13
ENSMUSG00000002249	Tead3	233.31	161.89	294.87	277.04	345.74	279.43	160.18	144.59
ENSMUSG00000002250	Ppard	60.42	39.69	37.85	59.94	57.93	43.8	74.03	50.97
ENSMUSG00000002257	Def6	48.31	28.87	39.7	111.22	109.91	201.3	153.47	104.54
ENSMUSG00000002265	Peg3	333.87	211.21	149.68	185.72	127.84	118.38	240.56	242.56
ENSMUSG00000002266	Zim1	54.81	35.95	32.58	31.76	25.54	4.74	19.73	9.58
ENSMUSG00000002274	Metrn	15037.72	17061.53	17903.94	3546.17	3995.45	3152.17	2764.94	2186.32
ENSMUSG00000002279	Lmf1	916.66	1186.7	913.68	727.03	710.56	733.01	585.82	483.19
ENSMUSG00000002280	Ciao3	292.2	368.85	273.58	283.28	394.44	266.34	348.22	281.58
ENSMUSG00000002289	Angptl4	118.18	106.93	65.73	153.92	146.3	251.06	224.54	73.15
ENSMUSG00000002297	Dbf4	4316.01	3727.79	4648.72	609.69	660.23	286.58	147.35	94.77
ENSMUSG00000002307	Daxx	94.75	98.98	149.18	243.65	265.39	217.99	144.89	96.47
ENSMUSG00000002308	Cd320	1735.17	1640.6	1624.75	1450.48	1523.69	1507.54	1245.75	999.88
ENSMUSG00000002319	Ipo4	384.38	214.31	321.15	245.36	288.52	163.43	251.9	263.58
ENSMUSG00000002320	Tm9sf1	693.6	795.87	937.61	797.54	883.8	931.95	809.49	653.04
ENSMUSG00000002324	Rec8	192.03	167.89	154.33	270.47	288.66	325.59	575.76	660.81
ENSMUSG00000002325	Irf9	271.08	300.19	428.16	227.16	235.6	302.0	373.12	1370.05
ENSMUSG00000002326	Gmpr2	773.97	1034.87	770.42	728.57	945.52	832.47	824.27	700.74
ENSMUSG00000002329	Mdp1	1554.09	1711.02	2422.78	2302.27	2292.84	2726.02	2286.06	1848.52
ENSMUSG00000002332	Dhrs1	1691.31	1400.56	1612.74	1624.65	1289.15	1701.73	1861.69	2072.88
ENSMUSG00000002341	Ncan	4500.82	4859.6	3123.27	4714.16	3866.19	3302.8	2288.84	1139.18
ENSMUSG00000002342	Tmem161a	884.67	1018.39	1150.03	942.87	920.27	916.65	792.51	834.73
ENSMUSG00000002343	Armc6	150.64	112.56	175.77	55.73	91.85	46.18	64.22	41.5
ENSMUSG00000002345	Borcs8	525.42	541.21	561.29	1085.15	1115.77	1304.9	882.45	779.6
ENSMUSG00000002346	Slc25a42	71.01	59.14	74.23	136.26	89.55	152.78	117.8	135.24
ENSMUSG00000002372	Ranbp3	6256.72	6241.32	6327.22	6449.14	6444.39	6904.03	5564.83	5951.42
ENSMUSG00000002379	Ndufa11	1843.36	2051.64	2007.04	3108.62	3135.36	3778.9	3542.69	3335.74
ENSMUSG00000002384	Bmp8b	21.97	25.92	28.7	14.17	15.51	17.77	9.96	11.3
ENSMUSG00000002393	Nr2f6	3500.95	2136.75	2027.21	1666.23	1834.52	1636.51	1079.25	1036.18
ENSMUSG00000002395	Use1	2210.9	2949.53	3243.28	3516.85	3587.87	4449.05	4132.7	4745.63
ENSMUSG00000002396	Ocel1	583.64	487.25	434.33	469.33	513.16	524.56	542.32	643.07
ENSMUSG00000002409	Dyrk1b	185.51	118.98	130.26	157.71	187.52	213.08	204.97	257.95
ENSMUSG00000002413	Braf	592.85	579.59	741.07	695.97	621.34	740.19	811.38	868.56
ENSMUSG00000002416	Ndufb2	2068.47	2653.22	2427.69	4383.16	4467.95	5455.78	5451.0	4738.27
ENSMUSG00000002428	Hltf	423.69	365.78	306.36	302.01	258.01	350.53	363.52	713.03
ENSMUSG00000002455	Prpf6	7626.48	6648.23	6883.6	8504.7	7493.01	7506.71	5117.23	4906.12
ENSMUSG00000002458	Rgs19	616.31	411.66	390.58	322.17	305.66	346.98	341.35	237.55
ENSMUSG00000002459	Rgs20	5.27	7.13	28.12	131.14	90.89	200.14	601.03	1104.56
ENSMUSG00000002475	Abhd3	38.73	206.56	369.76	731.4	725.83	819.51	849.26	1090.19
ENSMUSG00000002477	Snrpd1	6490.33	6252.23	7445.01	3230.62	3362.58	3241.11	2288.88	2120.66
ENSMUSG00000002486	Tchp	164.62	230.98	155.13	95.46	109.45	133.79	70.14	147.45
ENSMUSG00000002489	Tiam1	3869.68	6759.69	5158.94	2058.44	1857.02	1641.99	1480.25	1217.97
ENSMUSG00000002496	Tsc2	3743.38	3812.98	2979.03	3874.78	4235.53	3903.12	3710.08	3611.09
ENSMUSG00000002500	Rpl3l	2.04	2.88	7.1	42.21	52.01	41.44	20.51	7.36
ENSMUSG00000002504	Slc9a3r2	359.6	355.32	448.18	629.47	657.18	935.42	1268.73	1520.73
ENSMUSG00000002524	Puf60	160.2	127.8	166.78	84.49	118.72	116.0	153.97	164.63
ENSMUSG00000002546	Golga2	2010.63	2707.02	3148.79	3841.43	4283.87	4739.46	3912.33	4756.46
ENSMUSG00000002550	Uck1	152.72	211.26	161.07	232.3	205.47	217.92	245.06	267.82
ENSMUSG00000002578	Ikzf4	220.63	229.16	225.09	231.51	209.46	190.65	157.44	117.65
ENSMUSG00000002580	Mien1	1721.83	2074.54	1796.09	1844.7	1978.61	2317.47	2466.78	2675.27
ENSMUSG00000002602	Axl	30.8	28.69	15.01	5.75	11.1	14.2	17.41	23.27
ENSMUSG00000002603	Tgfb1	61.15	23.9	20.17	40.99	50.67	68.67	63.23	60.4
ENSMUSG00000002608	Ccdc97	742.35	704.11	674.8	988.49	982.7	867.92	957.72	1001.89
ENSMUSG00000002617	Zfp40	285.98	336.97	362.91	341.32	226.54	257.02	287.03	264.71
ENSMUSG00000002625	Akap8l	1768.21	2073.68	2690.56	2597.47	3032.19	2093.59	1833.32	1665.38
ENSMUSG00000002633	Shh	264.41	254.81	214.36	110.09	119.0	110.11	148.02	230.78
ENSMUSG00000002635	Pdcd2l	1179.76	1245.51	1448.07	1453.13	1489.78	1418.7	1121.9	871.8
ENSMUSG00000002658	Gtf2f1	2934.93	3481.8	4345.58	3730.2	3712.97	4086.72	2934.3	3383.96
ENSMUSG00000002660	Clpp	1894.65	2140.44	2177.82	2379.7	2466.14	2568.59	2523.92	2742.42
ENSMUSG00000002661	Alkbh7	765.05	805.2	827.59	1060.36	1050.35	1305.0	1244.94	1257.51
ENSMUSG00000002664	Pspn	27.35	22.33	27.9	29.65	39.7	46.18	44.88	63.06
ENSMUSG00000002668	Dennd1c	203.42	221.92	150.68	47.96	64.56	33.16	26.83	32.93
ENSMUSG00000002679	Med6	1125.68	985.1	1311.75	1530.69	1324.04	1320.23	1269.47	868.22
ENSMUSG00000002688	Prkd1	1589.57	1545.6	1329.03	2214.7	1992.7	2684.53	2540.92	2842.78
ENSMUSG00000002699	Lcp2	5.89	1.81	7.52	9.73	15.62	20.11	11.62	8.6
ENSMUSG00000002718	Cse1l	486.02	429.08	432.53	277.46	315.7	281.85	320.96	414.86
ENSMUSG00000002728	Naa20	2402.22	2397.4	3073.75	2586.93	2390.95	3059.95	2839.76	2633.66
ENSMUSG00000002731	Prkra	3313.43	3512.59	3758.75	2875.69	2863.08	2553.05	1862.82	1573.82
ENSMUSG00000002732	Fkbp7	30.3	16.46	35.8	11.34	30.11	34.35	24.59	22.53
ENSMUSG00000002733	Plekha3	1257.97	1366.17	1831.18	1756.08	1743.88	2016.53	2294.75	2665.36
ENSMUSG00000002741	Ykt6	5767.98	4868.59	5709.8	6073.25	5923.48	5808.19	3907.31	3599.12
ENSMUSG00000002748	Baz1b	18048.05	15987.67	14672.81	9560.36	9713.17	7941.24	7009.03	8474.36
ENSMUSG00000002763	Pex6	2550.51	2827.11	1859.99	2470.52	2497.42	2014.3	2075.59	2235.14
ENSMUSG00000002767	Mrpl2	49.38	64.17	58.0	45.95	56.57	74.63	64.41	49.16
ENSMUSG00000002768	Mea1	2448.03	2566.08	2460.63	2421.63	2613.04	3017.32	2762.91	2967.32
ENSMUSG00000002769	Gnmt	7.19	8.03	13.7	20.74	19.02	44.98	57.65	54.23
ENSMUSG00000002771	Grin2d	25.88	35.53	25.01	120.45	95.94	112.49	152.15	138.63
ENSMUSG00000002778	Kdelr1	416.04	438.52	379.65	418.96	344.52	279.38	367.3	339.46
ENSMUSG00000002781	Tmem143	365.6	357.24	308.18	312.4	433.85	470.04	490.95	592.8
ENSMUSG00000002791	Pdxk-ps	23.61	13.69	20.28	8.18	9.23	11.84	20.63	18.15
ENSMUSG00000002797	Ggct	145.42	148.84	141.32	115.85	127.93	162.23	260.35	354.91
ENSMUSG00000002799	Jag2	817.13	825.67	839.82	931.9	944.9	1037.28	1188.81	1314.49
ENSMUSG00000002803	Btbd6	774.13	780.66	702.12	642.49	620.76	794.57	746.26	932.87
ENSMUSG00000002804	Nudt14	810.6	884.34	961.5	1229.1	1199.43	1554.91	1371.81	1310.3
ENSMUSG00000002808	Epdr1	992.5	1158.12	1096.9	857.94	822.15	756.67	1157.73	1663.34
ENSMUSG00000002812	Flii	6155.71	5358.38	3823.53	3904.64	3958.24	3551.41	3653.95	4182.3
ENSMUSG00000002814	Top3a	212.87	112.83	118.53	151.0	97.6	131.39	70.91	89.73
ENSMUSG00000002820	Atg4d	1637.17	1579.26	1826.46	1831.98	1966.51	1950.35	1922.99	2138.88
ENSMUSG00000002825	Qtrt1	1176.36	1088.34	1197.91	741.15	785.88	663.13	385.13	300.42
ENSMUSG00000002831	Plin4	21.07	19.94	6.95	18.64	8.76	21.32	18.84	163.03
ENSMUSG00000002833	Hdgfl2	3496.87	4317.34	3539.24	3249.19	3605.7	3436.42	2870.67	3066.18
ENSMUSG00000002835	Chaf1a	6231.01	4819.2	4817.66	794.03	750.15	735.3	448.14	458.7
ENSMUSG00000002844	Adprh	4867.39	4634.8	3959.12	4370.58	4351.98	4280.77	4212.35	4010.3
ENSMUSG00000002845	Tmem39a	758.33	611.36	618.72	305.05	333.34	225.06	238.6	185.19
ENSMUSG00000002846	Timmdc1	1450.66	1494.67	1230.15	1478.92	1532.06	1508.74	1461.0	1248.08
ENSMUSG00000002847	Pla1a	4.53	3.0	4.47	14.33	12.63	29.59	42.45	35.16
ENSMUSG00000002870	Mcm2	15976.79	14552.57	11225.09	1689.85	1790.02	963.85	461.92	511.16
ENSMUSG00000002871	Tpra1	481.52	387.81	402.84	348.81	484.05	469.0	468.69	598.63
ENSMUSG00000002881	Nab1	1174.53	1032.54	1125.77	683.14	800.37	819.62	1004.63	1335.32
ENSMUSG00000002885	Adgre5	69.76	42.07	41.64	68.54	58.65	114.86	115.4	73.9
ENSMUSG00000002897	Il17ra	370.98	278.37	281.74	199.45	215.38	232.07	156.92	186.57
ENSMUSG00000002900	Lamb1	23.33	17.24	29.64	96.42	25.26	136.2	93.84	91.75
ENSMUSG00000002908	Kcnn1	510.23	498.48	359.93	717.96	743.01	841.97	581.42	453.15
ENSMUSG00000002910	Arrdc2	17.33	31.85	30.35	10.62	19.23	16.56	11.11	21.9
ENSMUSG00000002930	Ppp1r17	837.14	289.84	448.27	394.9	410.26	286.56	608.3	941.18
ENSMUSG00000002944	Cd36	49.21	2.76	2.67	71.77	55.37	202.53	244.27	283.99
ENSMUSG00000002948	Map2k7	2384.57	2236.87	1996.06	1981.58	2200.96	1903.08	1424.3	1725.38
ENSMUSG00000002949	Timm44	134.84	65.67	91.07	119.5	141.98	337.49	1041.6	1076.34
ENSMUSG00000002957	Ap2a2	30.07	14.71	16.12	15.55	18.67	22.49	29.24	15.55
ENSMUSG00000002963	Pnkp	639.87	627.69	804.84	700.7	667.91	895.33	712.24	781.61
ENSMUSG00000002968	Med25	2866.99	2455.61	2003.05	1896.2	2064.32	1757.26	1369.48	1424.56
ENSMUSG00000002980	Bcam	10.53	6.14	4.92	4.21	2.38	7.1	4.86	4.49
ENSMUSG00000002981	Clptm1	2860.1	3486.7	2412.18	4928.61	5345.19	5509.9	6696.27	7014.64
ENSMUSG00000002983	Relb	87.27	97.7	73.39	151.56	143.91	153.91	152.95	133.09
ENSMUSG00000002984	Tomm40	275.51	232.72	172.68	201.83	255.46	266.37	139.19	177.72
ENSMUSG00000002985	Apoe	3020.45	4514.85	6541.32	23553.23	20559.59	31028.33	39464.03	53098.28
ENSMUSG00000002996	Hbp1	5323.54	5591.42	7261.44	6258.03	6227.57	4925.11	3389.02	2985.57
ENSMUSG00000002997	Prkar2b	1216.52	1481.18	1653.0	874.35	830.64	1096.81	500.14	611.84
ENSMUSG00000003031	Cdkn1b	6275.71	8452.78	9963.35	7634.99	8260.96	5746.66	4661.13	4826.17
ENSMUSG00000003032	Klf4	145.71	26.96	28.46	36.13	50.65	76.97	93.81	142.85
ENSMUSG00000003033	Ap1m1	109.06	94.9	83.57	27.38	53.57	49.72	47.65	38.25
ENSMUSG00000003037	Rab8a	5632.4	4955.87	4958.12	4265.89	4317.84	4062.91	3382.39	3404.11
ENSMUSG00000003038	Hmgn2	616.39	736.38	741.33	1703.08	2029.38	1537.22	737.67	352.0
ENSMUSG00000003039	Fam32a	5356.8	5483.95	7058.13	5796.88	5596.12	5945.61	4619.56	4963.96
ENSMUSG00000003062	Stard3nl	146.34	90.2	114.85	94.69	81.33	73.41	71.22	76.06
ENSMUSG00000003068	Stk11	1579.04	1802.9	2010.33	1374.39	1220.13	1258.84	870.26	1140.74
ENSMUSG00000003070	Efna2	1126.66	1321.38	1168.16	629.77	661.29	396.7	235.64	178.61
ENSMUSG00000003072	Atp5d	155.6	183.96	141.9	243.29	357.99	172.81	284.06	227.22
ENSMUSG00000003099	Ppp5c	35.33	33.12	31.19	64.4	116.12	117.17	108.24	61.4
ENSMUSG00000003119	Cdk12	3460.35	2711.6	2744.5	2791.08	2706.33	2611.07	2360.32	2652.56
ENSMUSG00000003123	Lipe	7.59	15.01	17.7	29.32	23.91	43.82	38.09	61.71
ENSMUSG00000003131	Pafah1b2	23837.83	20247.86	20971.42	19388.45	18546.54	19000.99	17713.0	17101.85
ENSMUSG00000003134	Tbc1d8	129.63	148.83	72.74	458.22	485.79	901.05	722.51	879.22
ENSMUSG00000003135	Cnot11	785.24	829.67	783.06	588.78	647.51	569.55	626.06	609.62
ENSMUSG00000003153	Slc2a3	92.02	106.91	81.9	146.37	94.4	86.42	146.1	121.78
ENSMUSG00000003154	Foxj2	16.54	83.9	102.62	244.42	278.75	234.47	319.38	409.38
ENSMUSG00000003161	Sri	2621.09	2719.21	2506.12	1704.67	1677.18	1750.36	1822.34	1561.37
ENSMUSG00000003166	Dgcr2	4776.48	4834.11	3225.81	2967.29	2896.21	2678.92	2564.79	2698.52
ENSMUSG00000003184	Irf3	965.51	945.8	1158.16	931.6	894.54	850.3	868.24	971.0
ENSMUSG00000003190	Bcl2l12	251.43	183.91	198.48	37.67	56.55	41.44	23.88	17.58
ENSMUSG00000003198	Zfp959	634.41	811.25	1046.52	707.65	721.74	676.16	615.75	579.4
ENSMUSG00000003199	Mpnd	5033.61	5448.83	5185.64	3421.28	3377.84	3820.06	2905.15	2889.08
ENSMUSG00000003200	Sh3gl1	53.4	31.61	65.88	46.49	31.35	42.62	26.62	27.18
ENSMUSG00000003206	Ebi3	28.37	53.17	55.09	71.04	67.39	74.59	53.33	43.15
ENSMUSG00000003208	Yju2	692.18	786.78	877.41	843.67	864.65	870.39	818.66	926.87
ENSMUSG00000003226	Ranbp2	18634.73	15371.98	19085.61	17325.0	16768.3	16268.53	21067.57	20108.0
ENSMUSG00000003227	Edar	3.51	29.4	37.1	5.43	5.12	4.74	6.71	10.24
ENSMUSG00000003228	Grk5	939.15	621.72	491.55	640.16	583.92	599.23	577.86	676.95
ENSMUSG00000003233	Dvl3	250.71	204.54	284.41	235.04	230.21	219.09	202.19	163.91
ENSMUSG00000003234	Abcf3	2895.37	3118.33	3043.14	3692.96	3905.28	3923.27	3717.3	4176.84
ENSMUSG00000003235	Eif2b5	46.94	50.76	32.67	30.52	28.58	29.57	30.48	38.43
ENSMUSG00000003269	Cyth2	5036.23	5391.14	4887.32	5102.62	5672.85	5365.53	5289.7	5595.35
ENSMUSG00000003271	Sult2b1	35.33	34.87	25.01	29.65	18.94	13.02	17.95	16.41
ENSMUSG00000003273	Car11	44.01	214.85	280.33	383.32	368.3	555.39	790.23	905.2
ENSMUSG00000003279	Dlgap1	104.99	482.73	655.3	1359.66	1324.85	1559.54	2628.71	3148.12
ENSMUSG00000003282	Plag1	1857.44	1732.3	1916.77	737.72	614.65	511.54	536.81	705.32
ENSMUSG00000003283	Hck	66.88	88.54	67.18	60.03	70.81	67.49	43.01	39.39
ENSMUSG00000003299	Mrpl4	1105.39	1070.49	1088.71	1474.41	1398.23	1495.69	1283.23	1224.9
ENSMUSG00000003308	Keap1	2572.23	3148.36	3022.54	3290.56	3324.37	3524.06	3230.98	3505.15
ENSMUSG00000003309	Ap1m2	12.74	8.04	5.94	12.56	7.07	3.55	12.51	11.57
ENSMUSG00000003316	Glg1	10443.0	9508.7	8525.41	10370.0	9253.5	8850.41	9511.33	10567.03
ENSMUSG00000003341	Atp8b3	87.1	62.59	71.28	38.23	42.09	42.63	60.69	46.15
ENSMUSG00000003344	Btbd2	4233.15	4123.83	2971.2	4094.32	4368.07	4432.4	4364.41	4521.31
ENSMUSG00000003345	Csnk1g2	2579.07	2187.71	2140.29	1538.95	1616.12	1618.8	1366.04	1484.32
ENSMUSG00000003346	Abhd17a	4.42	15.83	43.64	47.47	70.46	48.56	43.11	12.4
ENSMUSG00000003348	Mob3a	13.48	16.45	15.81	18.87	11.01	10.66	6.45	7.05
ENSMUSG00000003352	Cacnb3	5082.14	4513.77	3635.25	3356.72	3217.15	3354.75	3411.7	3310.7
ENSMUSG00000003354	Ccdc65	39.81	88.88	87.37	380.14	363.4	544.66	593.41	433.02
ENSMUSG00000003355	Fkbp11	107.2	76.84	79.82	70.64	66.85	95.95	98.05	110.68
ENSMUSG00000003360	Ddx23	217.72	179.47	140.43	127.82	142.19	156.3	133.78	172.69
ENSMUSG00000003363	Pld3	1372.49	1814.78	1223.4	3254.92	3320.96	3785.91	5029.78	5737.16
ENSMUSG00000003378	Grik5	691.41	711.82	891.01	900.99	902.86	890.46	863.16	830.21
ENSMUSG00000003380	Rabac1	1903.36	2959.62	2996.93	4247.29	4630.17	5496.17	5786.86	6152.44
ENSMUSG00000003382	Etv3	1687.09	1732.39	1583.72	1299.04	1390.59	1075.22	1147.07	1540.23
ENSMUSG00000003402	Prkcsh	5396.97	6405.64	4657.94	5902.72	6165.84	5801.42	5441.52	5156.28
ENSMUSG00000003410	Elavl3	5389.34	5599.44	4374.08	3616.24	3701.4	2817.06	2670.58	2654.25
ENSMUSG00000003411	Rab3b	611.05	1014.37	921.92	999.44	1008.83	891.66	581.72	398.09
ENSMUSG00000003418	St8sia6	31.09	16.64	23.29	64.4	63.3	86.47	137.05	140.53
ENSMUSG00000003420	Fcgrt	122.15	31.22	29.26	198.49	158.65	335.13	559.43	799.09
ENSMUSG00000003421	Nosip	236.53	300.41	524.01	571.59	574.58	624.11	500.05	451.83
ENSMUSG00000003423	Pih1d1	1736.37	1846.57	1469.06	924.68	920.27	824.1	569.0	590.21
ENSMUSG00000003429	Rps11	37914.47	31229.25	27873.39	20011.62	18736.74	20352.63	13672.54	12046.96
ENSMUSG00000003435	Supt5	5799.21	6848.65	6296.5	6858.04	7699.81	6474.72	6863.85	6971.66
ENSMUSG00000003436	Dll3	1546.75	2350.46	2162.1	751.32	732.16	196.57	66.91	44.14
ENSMUSG00000003437	Paf1	3234.88	3509.03	3628.79	3993.36	4157.59	3648.37	3577.04	3709.13
ENSMUSG00000003438	Timm50	3771.4	3874.47	3428.77	2082.48	2224.34	1869.88	1485.34	1424.98
ENSMUSG00000003444	Med29	1013.74	976.68	1004.16	781.31	826.17	757.88	712.47	661.7
ENSMUSG00000003452	Bicd1	714.03	870.14	867.94	788.81	869.18	632.39	967.55	1012.03
ENSMUSG00000003458	Ncstn	85.86	76.35	161.74	32.74	70.35	76.98	53.03	66.37
